fk_sensor,valor,data_captura
2,2.5267109991353722,2025-03-10 17:50:14
2,2.212867550521134,2025-03-10 17:51:14
2,3.4591017204639924,2025-03-10 17:52:14
2,3.52483685265208,2025-03-10 17:53:14
2,2.5340544053032605,2025-03-10 17:54:14
2,2.877343929945937,2025-03-10 17:55:14
2,2.5977720679526333,2025-03-10 17:56:14
2,2.7989855166111135,2025-03-10 17:57:14
2,3.2840392918116925,2025-03-10 17:58:14
2,2.8482303147868255,2025-03-10 17:59:14
2,3.3645268510031463,2025-03-10 18:00:14
2,2.453860768901539,2025-03-10 18:01:14
2,3.090434327109056,2025-03-10 18:02:14
2,2.434018293063841,2025-03-10 18:03:14
2,3.3414014221892163,2025-03-10 18:04:14
2,2.0943477406638986,2025-03-10 18:05:14
2,3.1189571349626637,2025-03-10 18:06:14
2,2.442964561005258,2025-03-10 18:07:14
2,2.0009634283968043,2025-03-10 18:08:14
2,2.355030284085034,2025-03-10 18:09:14
2,2.9194402077939143,2025-03-10 18:10:14
2,2.136714330606009,2025-03-10 18:11:14
2,3.3064199651096406,2025-03-10 18:12:14
2,2.692199730378776,2025-03-10 18:13:14
2,2.1152678122064823,2025-03-10 18:14:14
2,2.5820233533745642,2025-03-10 18:15:14
2,2.6345703432636816,2025-03-10 18:16:14
2,2.9415057838354284,2025-03-10 18:17:14
2,2.7562020338197266,2025-03-10 18:18:14
2,2.270833982834695,2025-03-10 18:19:14
2,2.4479883360349635,2025-03-10 18:20:14
2,2.0774853655113543,2025-03-10 18:21:14
2,1.9457487185080065,2025-03-10 18:22:14
2,2.194676068967992,2025-03-10 18:23:14
2,2.6907227113007983,2025-03-10 18:24:14
2,3.4236448143970506,2025-03-10 18:25:14
2,3.3330034680487257,2025-03-10 18:26:14
2,2.440923418096724,2025-03-10 18:27:14
2,2.067285364536938,2025-03-10 18:28:14
2,3.372197015044031,2025-03-10 18:29:14
2,2.783891368744106,2025-03-10 18:30:14
2,3.177749567452477,2025-03-10 18:31:14
2,2.299448164469756,2025-03-10 18:32:14
2,3.1113416802964586,2025-03-10 18:33:14
2,2.9294213213024545,2025-03-10 18:34:14
2,3.4378086634410505,2025-03-10 18:35:14
2,1.9876243589376448,2025-03-10 18:36:14
2,2.8832852081720715,2025-03-10 18:37:14
2,3.0192781526605814,2025-03-10 18:38:14
2,2.1768622578545096,2025-03-10 18:39:14
2,2.779133469169314,2025-03-10 18:40:14
2,2.168943575166257,2025-03-10 18:41:14
2,2.932001682627876,2025-03-10 18:42:14
2,3.4524208481680896,2025-03-10 18:43:14
2,2.154487040902871,2025-03-10 18:44:14
2,3.511688862777605,2025-03-10 18:45:14
2,2.209841374530903,2025-03-10 18:46:14
2,3.201294325007608,2025-03-10 18:47:14
2,3.262632670569086,2025-03-10 18:48:14
2,2.1746173952806434,2025-03-10 18:49:14
2,2.213659348727427,2025-03-10 18:50:14
2,2.40444724689917,2025-03-10 18:51:14
2,2.7356457732081845,2025-03-10 18:52:14
2,2.1326305183556165,2025-03-10 18:53:14
2,3.036834765702586,2025-03-10 18:54:14
2,2.3909151996216,2025-03-10 18:55:14
2,2.18108748710802,2025-03-10 18:56:14
2,3.0365435799152047,2025-03-10 18:57:14
2,2.3184692651252807,2025-03-10 18:58:14
2,3.4422587005235776,2025-03-10 18:59:14
2,3.0097596368895863,2025-03-10 19:00:14
2,2.0439634559367112,2025-03-10 19:01:14
2,3.055850773311004,2025-03-10 19:02:14
2,2.5725774643622645,2025-03-10 19:03:14
2,3.483313518194887,2025-03-10 19:04:14
2,2.4500249368645335,2025-03-10 19:05:14
2,3.434554386172346,2025-03-10 19:06:14
2,2.1958745809692686,2025-03-10 19:07:14
2,2.82543525552456,2025-03-10 19:08:14
2,3.338383303179212,2025-03-10 19:09:14
2,3.3842814130402545,2025-03-10 19:10:14
2,3.232037161522624,2025-03-10 19:11:14
2,2.698657972977801,2025-03-10 19:12:14
2,2.7274859235559337,2025-03-10 19:13:14
2,2.811138382570638,2025-03-10 19:14:14
2,2.8953271567140315,2025-03-10 19:15:14
2,3.3484743496612475,2025-03-10 19:16:14
2,2.6405205539602608,2025-03-10 19:17:14
2,2.069344100055795,2025-03-10 19:18:14
2,2.082061609916053,2025-03-10 19:19:14
2,2.788873542430372,2025-03-10 19:20:14
2,2.637172362321657,2025-03-10 19:21:14
2,3.238399375746968,2025-03-10 19:22:14
2,3.4865187163305835,2025-03-10 19:23:14
2,2.9085208173219965,2025-03-10 19:24:14
2,2.2787745229631016,2025-03-10 19:25:14
2,3.162099485082716,2025-03-10 19:26:14
2,3.506007515131777,2025-03-10 19:27:14
2,2.3355424587517057,2025-03-10 19:28:14
2,2.5296281299076857,2025-03-10 19:29:14
2,2.37245228953149,2025-03-10 19:30:14
2,2.05548747126496,2025-03-10 19:31:14
2,2.9523146562846105,2025-03-10 19:32:14
2,2.0749839588049745,2025-03-10 19:33:14
2,2.3605537502157063,2025-03-10 19:34:14
2,2.126886648438211,2025-03-10 19:35:14
2,2.6552069179062983,2025-03-10 19:36:14
2,2.2796813104930447,2025-03-10 19:37:14
2,3.039449430582048,2025-03-10 19:38:14
2,2.855118131726881,2025-03-10 19:39:14
2,3.359292050893748,2025-03-10 19:40:14
2,3.1846855831644563,2025-03-10 19:41:14
2,3.2711377153837997,2025-03-10 19:42:14
2,2.9081221251949048,2025-03-10 19:43:14
2,2.811361839147881,2025-03-10 19:44:14
2,2.4624341749744665,2025-03-10 19:45:14
2,2.85212950405,2025-03-10 19:46:14
2,3.300990449738759,2025-03-10 19:47:14
2,1.9607027394948775,2025-03-10 19:48:14
2,2.9668837679316367,2025-03-10 19:49:14
2,2.3325062615398156,2025-03-10 19:50:14
2,3.34116977531915,2025-03-10 19:51:14
2,2.6255536375909183,2025-03-10 19:52:14
2,3.2977341478294457,2025-03-10 19:53:14
2,3.436333255225328,2025-03-10 19:54:14
2,3.4691638067761756,2025-03-10 19:55:14
2,2.817505515961645,2025-03-10 19:56:14
2,3.1142894079453156,2025-03-10 19:57:14
2,2.684932401514866,2025-03-10 19:58:14
2,2.8170552769664647,2025-03-10 19:59:14
2,3.1213216960450767,2025-03-10 20:00:14
2,2.6365762670977984,2025-03-10 20:01:14
2,2.488089681612605,2025-03-10 20:02:14
2,2.282613061932067,2025-03-10 20:03:14
2,2.387799738597618,2025-03-10 20:04:14
2,3.151436737469944,2025-03-10 20:05:14
2,3.484026040150449,2025-03-10 20:06:14
2,2.6091139755317476,2025-03-10 20:07:14
2,2.1442190532379035,2025-03-10 20:08:14
2,1.9492758061665265,2025-03-10 20:09:14
2,2.50182674082878,2025-03-10 20:10:14
2,2.977463681411837,2025-03-10 20:11:14
2,2.5996549171465833,2025-03-10 20:12:14
2,2.9013118964914724,2025-03-10 20:13:14
2,2.348263036844163,2025-03-10 20:14:14
2,2.8434779901617375,2025-03-10 20:15:14
2,2.2193077172120446,2025-03-10 20:16:14
2,3.1881590930671675,2025-03-10 20:17:14
2,3.490344002671712,2025-03-10 20:18:14
2,2.5884912336622867,2025-03-10 20:19:14
2,2.6206772357982486,2025-03-10 20:20:14
2,2.370272370522775,2025-03-10 20:21:14
2,2.451268208224056,2025-03-10 20:22:14
2,2.657500596391753,2025-03-10 20:23:14
2,2.8672045825000825,2025-03-10 20:24:14
2,2.3101764598693153,2025-03-10 20:25:14
2,3.2164354930016734,2025-03-10 20:26:14
2,2.0075104641525883,2025-03-10 20:27:14
2,2.9546435697032147,2025-03-10 20:28:14
2,3.0374283522553576,2025-03-10 20:29:14
2,2.5963278005092,2025-03-10 20:30:14
2,3.06113578432905,2025-03-10 20:31:14
2,3.1088478155553747,2025-03-10 20:32:14
2,2.590530754019638,2025-03-10 20:33:14
2,3.3258516014075576,2025-03-10 20:34:14
2,2.033028609489678,2025-03-10 20:35:14
2,2.8839582962794434,2025-03-10 20:36:14
2,2.3689979094861564,2025-03-10 20:37:14
2,2.96811415536339,2025-03-10 20:38:14
2,2.1938347331921997,2025-03-10 20:39:14
2,2.1464201165737413,2025-03-10 20:40:14
2,2.327600987767431,2025-03-10 20:41:14
2,3.3782924234602127,2025-03-10 20:42:14
2,2.9695226983095204,2025-03-10 20:43:14
2,2.446690525642666,2025-03-10 20:44:14
2,3.3742999592912013,2025-03-10 20:45:14
2,2.4827859361421187,2025-03-10 20:46:14
2,2.6495100083827356,2025-03-10 20:47:14
2,2.0150090740719957,2025-03-10 20:48:14
2,2.4573625022530496,2025-03-10 20:49:14
2,2.947795899079153,2025-03-10 20:50:14
2,3.335902282083179,2025-03-10 20:51:14
2,2.3185244789193598,2025-03-10 20:52:14
2,2.640928415085575,2025-03-10 20:53:14
2,1.9912514868301565,2025-03-10 20:54:14
2,2.459224963756972,2025-03-10 20:55:14
2,2.026193927586651,2025-03-10 20:56:14
2,2.470554587370918,2025-03-10 20:57:14
2,3.1284224197944313,2025-03-10 20:58:14
2,2.471477956018477,2025-03-10 20:59:14
2,3.4638539247276614,2025-03-10 21:00:14
2,2.9321749397018317,2025-03-10 21:01:14
2,2.354626475719256,2025-03-10 21:02:14
2,3.4508774580576125,2025-03-10 21:03:14
2,2.899713853950778,2025-03-10 21:04:14
2,2.0834499405938334,2025-03-10 21:05:14
2,2.990641490962604,2025-03-10 21:06:14
2,3.2092621885430694,2025-03-10 21:07:14
2,3.1934590717249955,2025-03-10 21:08:14
2,3.3333045493850904,2025-03-10 21:09:14
2,1.9793240501343508,2025-03-10 21:10:14
2,3.1617627078236743,2025-03-10 21:11:14
2,2.997449296823692,2025-03-10 21:12:14
2,2.271985709181333,2025-03-10 21:13:14
2,3.420065816558809,2025-03-10 21:14:14
2,2.6666700832556662,2025-03-10 21:15:14
2,3.4287394839902006,2025-03-10 21:16:14
2,2.1806597509559684,2025-03-10 21:17:14
2,2.811505724735996,2025-03-10 21:18:14
2,2.858058378150226,2025-03-10 21:19:14
2,1.9748193422813836,2025-03-10 21:20:14
2,2.9034542561462575,2025-03-10 21:21:14
2,3.2815206932187784,2025-03-10 21:22:14
2,2.1620115464223932,2025-03-10 21:23:14
2,3.217521951956581,2025-03-10 21:24:14
2,3.5184877309058296,2025-03-10 21:25:14
2,2.3925955663838154,2025-03-10 21:26:14
2,2.527588679989432,2025-03-10 21:27:14
2,2.2759736569520537,2025-03-10 21:28:14
2,2.19702391739227,2025-03-10 21:29:14
2,3.3575088000705464,2025-03-10 21:30:14
2,3.3646740932446852,2025-03-10 21:31:14
2,2.2973933933213875,2025-03-10 21:32:14
2,1.9447891462342797,2025-03-10 21:33:14
2,3.3618454626283967,2025-03-10 21:34:14
2,2.909132354643699,2025-03-10 21:35:14
2,3.5252122600541944,2025-03-10 21:36:14
2,2.1579620550647363,2025-03-10 21:37:14
2,2.1652786161661273,2025-03-10 21:38:14
2,2.86349436351147,2025-03-10 21:39:14
2,3.0119605068470343,2025-03-10 21:40:14
2,2.0612451657705684,2025-03-10 21:41:14
2,3.1792395061907994,2025-03-10 21:42:14
2,3.5169274583353354,2025-03-10 21:43:14
2,2.12151653447385,2025-03-10 21:44:14
2,1.955797253794079,2025-03-10 21:45:14
2,2.672452905225391,2025-03-10 21:46:14
2,2.0768876164934458,2025-03-10 21:47:14
2,3.2973332411670824,2025-03-10 21:48:14
2,2.5910724277674646,2025-03-10 21:49:14
2,2.4620910598468173,2025-03-10 21:50:14
2,2.2775842844789285,2025-03-10 21:51:14
2,2.4011425783447424,2025-03-10 21:52:14
2,2.279924365509307,2025-03-10 21:53:14
2,3.364137629255817,2025-03-10 21:54:14
2,2.307896757248782,2025-03-10 21:55:14
2,3.0336353524154664,2025-03-10 21:56:14
2,3.2199426702660094,2025-03-10 21:57:14
2,2.896378923433755,2025-03-10 21:58:14
2,2.6858923838008044,2025-03-10 21:59:14
2,2.62591508716027,2025-03-10 22:00:14
2,2.4885248909418993,2025-03-10 22:01:14
2,3.501584271810442,2025-03-10 22:02:14
2,2.5651454193896543,2025-03-10 22:03:14
2,2.5267580860372796,2025-03-10 22:04:14
2,2.4594110680664096,2025-03-10 22:05:14
2,3.2717135412194223,2025-03-10 22:06:14
2,3.3144747678645925,2025-03-10 22:07:14
2,2.8583996771295976,2025-03-10 22:08:14
2,3.494408496947589,2025-03-10 22:09:14
2,2.819641730905692,2025-03-10 22:10:14
2,2.5709506828119015,2025-03-10 22:11:14
2,2.537469758120245,2025-03-10 22:12:14
2,3.0850740630332885,2025-03-10 22:13:14
2,2.331093035766446,2025-03-10 22:14:14
2,2.9108621418020832,2025-03-10 22:15:14
2,2.2292504925133176,2025-03-10 22:16:14
2,2.2398474331404863,2025-03-10 22:17:14
2,3.011140263444773,2025-03-10 22:18:14
2,2.008123791614355,2025-03-10 22:19:14
2,3.485696345697005,2025-03-10 22:20:14
2,2.4707729229205335,2025-03-10 22:21:14
2,2.4549621364239558,2025-03-10 22:22:14
2,3.0923598802853323,2025-03-10 22:23:14
2,2.6441657881114176,2025-03-10 22:24:14
2,2.6542905460845816,2025-03-10 22:25:14
2,2.7608352782043943,2025-03-10 22:26:14
2,3.0800780094941103,2025-03-10 22:27:14
2,2.668258696313971,2025-03-10 22:28:14
2,2.4462657963243974,2025-03-10 22:29:14
2,2.1724351144083345,2025-03-10 22:30:14
2,3.226820968579882,2025-03-10 22:31:14
2,2.1916477972918784,2025-03-10 22:32:14
2,3.1178081948211465,2025-03-10 22:33:14
2,3.251822613173282,2025-03-10 22:34:14
2,3.0174873536241935,2025-03-10 22:35:14
2,3.0955583682810643,2025-03-10 22:36:14
2,2.199066080780018,2025-03-10 22:37:14
2,1.9873426468469115,2025-03-10 22:38:14
2,2.9964186304480744,2025-03-10 22:39:14
2,2.0990169810553225,2025-03-10 22:40:14
2,2.9766744277361847,2025-03-10 22:41:14
2,2.6550992244048786,2025-03-10 22:42:14
2,2.4186195830027897,2025-03-10 22:43:14
2,2.3775875959467925,2025-03-10 22:44:14
2,2.2326316217720557,2025-03-10 22:45:14
2,2.8204181321457016,2025-03-10 22:46:14
2,2.785015241900447,2025-03-10 22:47:14
2,2.6613971869107007,2025-03-10 22:48:14
2,3.3797230674482885,2025-03-10 22:49:14
2,2.2869814612886183,2025-03-10 22:50:14
2,3.0997940360776606,2025-03-10 22:51:14
2,2.9808665589343715,2025-03-10 22:52:14
2,2.042120190712142,2025-03-10 22:53:14
2,2.412036351756686,2025-03-10 22:54:14
2,2.5550558297085146,2025-03-10 22:55:14
2,3.354901319227907,2025-03-10 22:56:14
2,2.7317393182955154,2025-03-10 22:57:14
2,2.959246430465165,2025-03-10 22:58:14
2,2.049595867720328,2025-03-10 22:59:14
2,3.1453608504745367,2025-03-10 23:00:14
2,2.7782990368446283,2025-03-10 23:01:14
2,2.618644494851129,2025-03-10 23:02:14
2,2.5920561381720266,2025-03-10 23:03:14
2,3.11684284677429,2025-03-10 23:04:14
2,2.541552218594557,2025-03-10 23:05:14
2,3.1437199424418307,2025-03-10 23:06:14
2,2.681530688248687,2025-03-10 23:07:14
2,3.5256632864706368,2025-03-10 23:08:14
2,2.0188283714370114,2025-03-10 23:09:14
2,3.112962832219836,2025-03-10 23:10:14
2,3.4828105038299557,2025-03-10 23:11:14
2,3.222623512668196,2025-03-10 23:12:14
2,2.735576647071599,2025-03-10 23:13:14
2,3.096563014493525,2025-03-10 23:14:14
2,2.0068181756587484,2025-03-10 23:15:14
2,3.058645829051909,2025-03-10 23:16:14
2,2.0902878205144173,2025-03-10 23:17:14
2,2.965915374431329,2025-03-10 23:18:14
2,2.046218212205621,2025-03-10 23:19:14
2,2.7416687670909163,2025-03-10 23:20:14
2,2.465586775395815,2025-03-10 23:21:14
2,3.334532474127644,2025-03-10 23:22:14
2,2.592660777128591,2025-03-10 23:23:14
2,3.3834743168429644,2025-03-10 23:24:14
2,3.297093121191635,2025-03-10 23:25:14
2,1.9852771111962693,2025-03-10 23:26:14
2,2.7075555482069973,2025-03-10 23:27:14
2,2.4513979493470015,2025-03-10 23:28:14
2,3.5066446112026313,2025-03-10 23:29:14
2,3.3601072335774873,2025-03-10 23:30:14
2,2.2186414919812063,2025-03-10 23:31:14
2,2.9285396047606964,2025-03-10 23:32:14
2,3.304526343645601,2025-03-10 23:33:14
2,2.300597057960223,2025-03-10 23:34:14
2,2.815855877228751,2025-03-10 23:35:14
2,1.9755135512054078,2025-03-10 23:36:14
2,2.5555079617681726,2025-03-10 23:37:14
2,3.390850002330473,2025-03-10 23:38:14
2,3.5011159882791003,2025-03-10 23:39:14
2,3.0185046564022615,2025-03-10 23:40:14
2,3.32372105665304,2025-03-10 23:41:14
2,2.631199604344945,2025-03-10 23:42:14
2,2.7646042254457717,2025-03-10 23:43:14
2,2.2478698531706436,2025-03-10 23:44:14
2,2.6323312969731982,2025-03-10 23:45:14
2,2.7568996119396223,2025-03-10 23:46:14
2,2.7397676419038843,2025-03-10 23:47:14
2,3.3460225668209795,2025-03-10 23:48:14
2,2.732314473809001,2025-03-10 23:49:14
2,3.496777298620331,2025-03-10 23:50:14
2,2.663570014687132,2025-03-10 23:51:14
2,2.8138565135972153,2025-03-10 23:52:14
2,2.128910277991464,2025-03-10 23:53:14
2,2.541092883107153,2025-03-10 23:54:14
2,2.007677057410778,2025-03-10 23:55:14
2,2.4665250612949983,2025-03-10 23:56:14
2,2.3408812425385515,2025-03-10 23:57:14
2,2.0091495526793444,2025-03-10 23:58:14
2,2.019406758676887,2025-03-10 23:59:14
2,2.1683638640798772,2025-03-11 00:00:14
2,2.6121492412097043,2025-03-11 00:01:14
2,1.957398742514579,2025-03-11 00:02:14
2,2.3858479111953743,2025-03-11 00:03:14
2,1.9456257957408787,2025-03-11 00:04:14
2,2.7659505399017923,2025-03-11 00:05:14
2,2.2016664456270605,2025-03-11 00:06:14
2,3.031988853958628,2025-03-11 00:07:14
2,2.514089192950095,2025-03-11 00:08:14
2,2.863694275916824,2025-03-11 00:09:14
2,1.9942363380683996,2025-03-11 00:10:14
2,2.0479867957534608,2025-03-11 00:11:14
2,2.447454371325734,2025-03-11 00:12:14
2,3.097117354680327,2025-03-11 00:13:14
2,3.32684172352104,2025-03-11 00:14:14
2,3.093591923305303,2025-03-11 00:15:14
2,1.9993217501791707,2025-03-11 00:16:14
2,2.1843987256667012,2025-03-11 00:17:14
2,2.1364910771710486,2025-03-11 00:18:14
2,2.2568294091472954,2025-03-11 00:19:14
2,3.1645028482778796,2025-03-11 00:20:14
2,2.449129357431277,2025-03-11 00:21:14
2,2.718847119730789,2025-03-11 00:22:14
2,2.5214286935694714,2025-03-11 00:23:14
2,2.2330666046135503,2025-03-11 00:24:14
2,2.302878887000951,2025-03-11 00:25:14
2,2.6867743740067858,2025-03-11 00:26:14
2,2.9518856606906234,2025-03-11 00:27:14
2,3.3681199453252546,2025-03-11 00:28:14
2,2.066175585165256,2025-03-11 00:29:14
2,2.4323054220128735,2025-03-11 00:30:14
2,2.473773240117252,2025-03-11 00:31:14
2,3.504122989634063,2025-03-11 00:32:14
2,2.814047808633552,2025-03-11 00:33:14
2,2.266536430735258,2025-03-11 00:34:14
2,2.2461712758344285,2025-03-11 00:35:14
2,3.505529190961701,2025-03-11 00:36:14
2,3.5035401676718982,2025-03-11 00:37:14
2,2.9965776894285807,2025-03-11 00:38:14
2,3.4866166864246586,2025-03-11 00:39:14
2,3.292648088936403,2025-03-11 00:40:14
2,2.4072932849405393,2025-03-11 00:41:14
2,2.35631768200112,2025-03-11 00:42:14
2,2.5557377176742997,2025-03-11 00:43:14
2,2.0875643919447318,2025-03-11 00:44:14
2,3.0178093721026795,2025-03-11 00:45:14
2,2.7924622577714535,2025-03-11 00:46:14
2,2.0936622725101537,2025-03-11 00:47:14
2,2.749614214336638,2025-03-11 00:48:14
2,3.4891072367815257,2025-03-11 00:49:14
2,2.112060974313976,2025-03-11 00:50:14
2,2.160625424822411,2025-03-11 00:51:14
2,3.065646491669423,2025-03-11 00:52:14
2,2.328731323212892,2025-03-11 00:53:14
2,3.0575596956775986,2025-03-11 00:54:14
2,2.650595573753281,2025-03-11 00:55:14
2,2.77970369020286,2025-03-11 00:56:14
2,2.0535606171533773,2025-03-11 00:57:14
2,2.041967888043967,2025-03-11 00:58:14
2,2.965111209625526,2025-03-11 00:59:14
2,2.166582963036582,2025-03-11 01:00:14
2,3.0700665336000625,2025-03-11 01:01:14
2,2.440266984058004,2025-03-11 01:02:14
2,2.2831858855305196,2025-03-11 01:03:14
2,2.6361951509772212,2025-03-11 01:04:14
2,2.2810951345650823,2025-03-11 01:05:14
2,2.4721133104172472,2025-03-11 01:06:14
2,2.135211994364104,2025-03-11 01:07:14
2,2.927250377091363,2025-03-11 01:08:14
2,2.5655050553987246,2025-03-11 01:09:14
2,2.2859783572383354,2025-03-11 01:10:14
2,2.386869794768365,2025-03-11 01:11:14
2,3.3213667312323913,2025-03-11 01:12:14
2,3.424816137224802,2025-03-11 01:13:14
2,2.5252513504163123,2025-03-11 01:14:14
2,3.4174692074659974,2025-03-11 01:15:14
2,3.0255122264261893,2025-03-11 01:16:14
2,3.3004038568393756,2025-03-11 01:17:14
2,3.4790505200835833,2025-03-11 01:18:14
2,2.3036320680482625,2025-03-11 01:19:14
2,3.4044441225246445,2025-03-11 01:20:14
2,3.4266685820909997,2025-03-11 01:21:14
2,2.031279286266288,2025-03-11 01:22:14
2,2.4345579132120676,2025-03-11 01:23:14
2,2.345860721690543,2025-03-11 01:24:14
2,2.36850935431313,2025-03-11 01:25:14
2,2.9487395559492757,2025-03-11 01:26:14
2,3.486227136409049,2025-03-11 01:27:14
2,3.217278485375545,2025-03-11 01:28:14
2,3.017532738603746,2025-03-11 01:29:14
2,2.6280704720614656,2025-03-11 01:30:14
2,3.438038650462643,2025-03-11 01:31:14
2,3.308387093931683,2025-03-11 01:32:14
2,2.4747255839577718,2025-03-11 01:33:14
2,2.2565777188893907,2025-03-11 01:34:14
2,2.466783412025747,2025-03-11 01:35:14
2,3.3127116738308557,2025-03-11 01:36:14
2,2.0883508448358836,2025-03-11 01:37:14
2,3.1359867257469674,2025-03-11 01:38:14
2,2.651689609071881,2025-03-11 01:39:14
